female,93,71.8
female,71,50.0
female,53,54.1
female,32,68.0
male,44,92.0
male,27,66.1
female,81,81.1
female,45,98.8
female,80,96.3
male,43,75.6
female,49,103.4
male,36,100.4
female,55,97.0
female,65,71.5
female,42,96.9
female,28,57.8
female,44,60.6
female,94,56.6
female,73,90.5
female,68,100.9
female,58,83.7
female,72,85.4
male,38,104.8
female,62,100.6
female,78,75.1
female,89,73.4
female,58,98.1
male,67,103.4
female,33,95.0
male,84,79.4
male,52,109.8
female,73,95.2
female,56,64.3
male,32,96.9
female,89,83.8
female,29,55.5
male,34,109.2
female,62,74.0
female,93,71.5
female,80,84.4
male,27,69.4
female,58,99.6
female,66,55.1
female,35,79.2
male,81,72.7
female,53,69.9
male,88,64.4
male,93,98.5
female,34,73.4
female,68,94.2
female,74,83.0
male,78,68.0
female,47,57.9
male,57,95.4
female,59,60.1
female,26,69.1
female,40,90.1
male,69,91.9
male,72,69.9
female,51,66.5
female,34,94.3
female,70,55.4
male,65,86.1
female,92,49.5
female,78,55.9
male,82,90.9
male,54,80.3
male,76,94.4
male,70,73.1
female,59,80.0
male,71,64.1
male,43,100.3
female,84,64.8
male,87,69.6
male,45,104.4
female,58,100.9
male,51,112.9
female,76,67.5
male,41,93.7
female,65,98.6
female,63,66.3
male,89,76.8
female,88,50.4
female,70,75.2
male,56,75.7
female,80,73.2
female,65,51.7
female,86,60.1
female,52,62.5
female,68,55.6
female,64,70.6
female,36,79.9
male,89,89.5
male,65,64.8
female,57,64.6
male,82,86.7
female,53,69.1
male,85,92.2
male,40,72.5
female,79,70.6
female,71,73.1
female,81,79.5
female,94,48.8
female,51,55.5
male,57,92.4
male,43,76.2
female,39,66.6
male,76,95.7
male,69,89.4
male,75,105.0
male,41,106.6
male,74,82.0
male,85,66.5
male,45,78.5
male,35,93.9
female,54,71.2
female,91,82.8
female,66,88.1
female,74,80.0
female,36,88.6
female,92,74.1
male,49,104.9
female,87,64.7
male,72,67.3
male,45,79.7
female,90,51.4
male,74,73.0
male,37,91.3
male,35,97.6
female,54,74.8
female,31,60.6
male,36,109.0
female,67,68.2
female,51,56.9
female,59,55.7
female,57,95.8
female,29,71.9
male,53,115.1
male,28,65.5
male,28,92.9
male,36,115.7
male,85,75.0
female,38,68.9
male,85,60.6
female,34,97.2
male,33,96.7
male,37,64.4
female,66,98.3
male,91,78.6
male,27,67.6
female,28,97.2
female,89,55.2
female,92,71.3
male,42,86.9
male,70,95.8
female,70,91.7
male,86,82.2
male,46,93.3
female,52,56.1
male,45,69.3
male,82,73.1
female,55,55.4
male,85,73.6
female,75,58.4
female,29,77.4
male,90,91.5
male,55,70.7
male,95,85.0
male,61,76.7
female,87,64.4
female,55,67.7
female,73,51.8
male,71,86.8
male,67,90.6
female,35,98.6
male,44,114.9
female,63,61.9
male,51,87.5
male,35,106.5
male,91,82.9
female,95,83.6
female,56,94.9
female,48,105.0
female,72,55.1
female,82,93.4
male,32,73.4
male,42,73.7
female,60,70.6
female,93,74.9
female,83,86.6
female,48,99.8
female,43,99.6
female,26,50.3
male,26,88.7
male,92,62.2
male,65,107.4
male,62,87.5
male,37,89.3
female,57,56.9
female,36,53.5
female,37,98.8
female,74,60.7
male,77,86.8
female,62,57.1
male,93,65.1
female,58,51.7
female,61,73.5
male,31,107.5
female,89,74.2
female,91,59.1
female,55,67.3
female,65,96.8
male,59,68.4
female,50,51.8
female,52,68.0
male,56,74.4
male,51,99.3
female,37,60.9
female,51,70.5
male,69,71.6
male,42,82.1
female,89,92.2
female,72,67.0
male,49,83.2
female,78,71.4
female,31,85.1
female,40,54.4
female,49,63.7
male,67,98.8
male,27,88.2
male,27,105.0
male,30,95.3
female,33,88.1
male,61,93.7
female,79,94.4
female,74,69.1
female,89,83.9
male,72,70.5
female,57,70.9
female,84,84.3
male,52,97.2
male,44,85.2
male,59,76.6
female,41,81.9
male,74,105.2
female,85,78.9
female,60,70.8
female,51,63.8
male,86,78.2
female,93,60.4
female,41,60.7
female,67,97.6
female,41,50.9
female,66,97.2
male,73,89.4
female,38,72.4
male,36,71.6
male,84,77.9
female,47,59.4
female,44,84.4
male,65,83.2
male,79,70.2
female,88,62.4
female,45,104.7
female,62,62.2
male,91,92.8
female,52,98.9
female,43,56.1
male,52,74.9
female,79,95.1
male,83,71.1
male,65,94.5
female,66,95.9
female,91,63.2
female,61,74.5
female,33,96.9
male,47,85.0
male,50,104.4
male,85,82.6
male,76,79.1
female,80,95.9
female,88,79.5
female,49,81.3
male,92,75.2
male,90,79.7
female,91,49.7
male,80,79.1
female,64,81.7
female,89,68.7
female,34,99.6
female,59,71.8
female,74,70.5
male,33,79.0
female,44,69.0
female,28,51.3
male,35,63.1
male,69,79.5
female,88,82.2
female,61,93.7
male,54,98.8
female,59,92.2
male,55,63.7
male,61,82.4
female,54,88.3
female,26,97.6
female,77,83.2
female,70,101.1
female,78,59.9
female,42,96.1
male,80,71.6
female,59,63.8
female,64,80.0
female,45,50.6
male,63,77.7
female,72,98.2
male,69,94.4
male,37,88.9
female,43,63.8
male,38,69.4
male,37,114.4
male,53,84.9
female,50,88.9
female,29,73.1
male,30,100.8
female,34,57.6
male,49,106.2
female,36,61.2
male,32,91.0
female,55,60.8
male,44,93.1
female,46,83.4
female,26,99.6
female,76,101.0
male,74,86.2
female,79,97.8
male,48,99.3
female,50,62.7
male,43,74.2
female,70,61.3
female,87,49.0
female,63,53.7
female,66,59.2
female,34,77.5
female,83,79.7
female,56,103.0
female,84,70.1
female,80,68.3
female,46,59.7
male,69,108.4
female,85,75.6
female,82,75.7
male,68,67.0
female,94,74.3
female,30,70.2
male,28,88.2
male,42,64.0
female,67,58.3
female,32,101.1
male,49,93.7
female,65,51.4
male,37,104.6
male,59,89.7
female,60,61.3
female,87,83.3
female,84,48.2
female,47,86.4
male,28,101.8
male,75,83.2
male,88,74.0
male,94,84.1
female,33,48.6
female,45,71.2
male,79,89.9
male,94,87.2
female,31,97.1
female,39,57.0
female,82,74.8
male,95,83.5
female,60,66.3
male,70,68.8
female,61,78.2
male,83,85.8
female,35,63.7
female,39,70.2
male,26,80.7
male,77,69.6
female,45,105.5
female,39,102.1
female,64,76.5
male,83,61.0
female,67,78.1
male,32,88.8
male,47,113.9
female,67,57.4
female,28,81.9
male,47,81.1
male,66,89.5
female,54,62.4
male,71,91.8
male,48,113.6
female,48,73.8
female,33,62.6
male,65,109.0
female,85,56.2
male,44,87.8
female,50,59.2
male,53,64.5
female,90,61.5
male,60,106.1
male,81,100.4
male,62,108.3
female,61,101.8
male,80,77.2
male,46,88.3
male,51,80.7
female,83,53.9
female,94,46.7
female,45,68.8
female,83,93.0
male,35,74.2
male,77,79.3
female,29,91.2
male,85,79.1
female,36,98.5
female,65,63.2
male,93,92.0
male,55,82.0
male,82,73.2
female,81,52.1
female,83,67.7
female,64,87.8
female,64,99.1
male,59,82.5
female,79,60.3
female,50,86.3
male,75,94.8
male,89,95.9
male,86,99.1
female,67,91.7
female,41,55.6
female,78,51.4
female,58,62.1
male,41,106.5
female,89,48.4
female,51,56.6
female,80,95.2
female,58,52.5
female,38,73.3
female,53,57.7
male,61,111.8
female,92,47.8
male,88,63.1
male,29,110.2
female,63,55.6
male,50,88.8
male,86,80.0
female,68,88.7
female,43,57.8
female,92,54.8
male,26,92.1
male,79,82.4
female,78,59.1
female,85,85.7
female,33,80.9
female,52,74.7
female,32,91.1
female,29,91.5
male,86,60.9
female,44,82.5
female,38,90.2
male,84,85.4
male,65,88.6
male,43,115.7
male,82,91.9
male,79,67.8
female,28,82.5
male,56,99.5
female,76,67.5
male,75,97.8
male,27,74.1
male,28,103.3
male,28,67.2
female,75,96.7
female,37,70.0
female,95,58.3
male,77,69.7
female,83,90.4
female,35,61.5
female,46,63.2
female,88,64.7
female,84,69.0
male,71,70.4
female,45,77.9
male,85,94.2
female,86,67.0
female,53,70.8
male,34,64.7
male,48,103.5
male,53,79.1
female,59,67.7
male,87,69.9
female,34,58.1
male,79,75.4
male,68,109.1
male,85,73.0
female,36,79.3
female,47,85.5
male,52,89.8
female,54,66.4
female,62,79.3
female,78,63.6
female,61,52.4
male,49,82.3
male,75,66.0
female,72,68.1
male,77,73.5
female,45,81.7
female,42,73.6
female,38,52.2
female,93,66.7
female,41,76.9
female,45,62.3
female,27,86.1
male,83,101.0
female,51,57.4
female,58,53.8
male,92,61.0
male,65,65.2
male,31,81.9
male,30,74.1
male,37,100.5
male,92,59.9
male,63,108.2
male,47,104.8
male,38,102.2
female,74,78.0
male,56,112.7
female,68,88.8
female,51,91.4
female,92,46.7
female,39,56.3
male,64,107.0
male,69,96.2
female,40,56.2
female,53,59.4
female,77,61.0
male,38,95.1
female,59,60.3
male,58,64.5
female,44,53.4
male,61,66.8
female,88,81.1
female,42,58.2
male,76,60.3
male,63,106.9
female,86,78.3
female,74,79.5
female,68,94.8
male,51,82.3
male,30,110.9
female,84,60.0
female,64,75.7
male,48,74.7
female,81,76.4
male,40,106.7
male,41,88.3
female,57,96.8
female,71,92.7
female,74,76.1
male,34,106.1
female,72,71.9
male,75,96.5
female,86,65.2
female,60,55.8
female,36,100.8
male,81,94.7
female,78,68.3
female,29,78.3
female,53,58.4
female,51,71.9
female,29,66.6
female,76,106.1
male,79,73.4
female,70,82.1
male,49,108.0
female,53,51.4
female,33,81.0
female,62,77.9
female,67,102.0
male,30,103.2
female,31,88.2
male,55,72.8
female,67,59.6
female,26,78.2
male,91,91.0
male,53,114.5
female,67,73.4
female,74,89.8
female,83,91.1
female,41,90.1
female,34,59.7
male,60,99.3
female,41,74.7
female,66,51.3
male,62,82.3
female,81,66.1
female,82,85.0
female,60,93.2
male,77,87.6
male,61,90.7
male,44,64.9
female,80,63.2
female,64,90.4
male,48,110.7
male,62,87.2
female,70,78.8
female,38,84.6
female,87,54.1
male,62,92.0
female,66,77.3
female,87,90.4
female,32,86.0
female,64,68.7
male,58,84.2
male,44,115.2
female,86,47.2
male,32,97.6
male,69,107.7
female,31,74.8
male,70,72.7
male,82,90.6
female,29,67.9
female,31,51.9
male,95,91.2
female,86,90.3
female,36,94.7
female,55,82.7
female,38,93.2
male,60,82.3
female,52,54.4
female,55,87.3
female,84,60.2
female,95,77.0
female,38,77.7
female,79,70.6
female,95,72.0
female,34,80.3
male,28,108.9
male,95,93.3
male,85,63.9
female,26,92.8
female,85,95.0
male,79,87.7
female,33,78.3
female,49,65.7
male,56,71.0
female,85,81.9
female,73,60.6
female,62,51.3
female,61,90.8
male,83,96.5
female,83,74.9
female,71,90.9
male,61,109.7
male,57,73.4
male,41,110.5
male,80,59.7
female,79,81.5
female,41,55.4
female,81,93.3
female,30,95.1
female,94,74.7
male,57,74.1
male,67,102.0
male,55,68.3
female,71,99.4
male,91,76.4
female,39,102.3
male,47,99.2
male,31,98.4
female,73,62.3
female,30,61.9
female,75,68.1
female,74,91.3
female,77,77.8
female,74,76.5
female,87,66.2
female,95,54.7
female,64,90.6
male,68,99.7
male,30,97.6
female,56,77.9
female,63,97.7
female,93,65.7
female,28,61.5
female,57,97.7
male,77,95.3
male,56,112.6
female,56,96.1
female,54,78.1
male,94,75.1
female,79,89.6
female,81,92.5
female,45,76.9
female,66,100.9
male,51,83.4
male,75,65.6
female,68,88.9
female,50,83.1
male,26,61.2
female,91,81.9
male,64,74.5
female,82,51.5
female,73,81.0
female,52,54.3
female,53,102.4
female,71,58.4
male,59,89.2
female,47,105.6
male,40,71.8
female,73,85.7
male,89,58.3
male,81,80.1
male,43,65.5
female,50,88.1
female,87,50.4
male,95,64.1
female,32,79.1
female,35,98.2
female,78,56.7
female,75,51.2
female,77,66.1
male,56,105.6
male,72,68.9
female,84,48.9
female,33,63.6
male,59,76.4
male,30,60.2
female,30,51.9
female,50,78.6
female,35,76.7
male,91,61.0
female,81,57.1
female,47,50.8
male,71,70.2
female,47,62.8
male,94,70.2
female,81,51.4
male,74,88.8
female,48,94.3
male,47,66.0
male,40,79.3
female,92,84.4
female,41,96.9
female,89,73.2
female,65,65.9
male,47,82.4
female,67,83.8
male,52,107.4
female,46,104.5
female,52,85.9
male,27,92.6
female,39,100.6
female,55,96.1
male,64,103.7
female,92,83.5
male,35,71.9
female,53,71.9
female,94,65.4
female,77,87.0
female,57,75.2
female,37,84.6
male,94,61.9
male,38,67.3
female,76,69.9
female,31,73.8
female,79,71.2
female,93,80.1
female,43,73.6
female,93,79.6
male,30,102.4
female,28,65.7
female,37,98.2
female,26,83.4
female,63,62.5
male,40,75.4
female,26,97.2
male,62,84.6
female,86,89.8
female,94,92.4
female,29,80.3
female,81,58.2
female,81,86.8
male,71,71.0
female,30,87.0
male,40,84.0
male,67,104.4
female,90,48.8
female,89,90.2
male,64,104.2
female,91,49.5
female,53,60.0
female,91,89.2
female,45,74.1
female,35,63.2
female,91,91.1
female,52,97.6
female,33,56.1
female,30,100.5
male,79,74.4
female,69,70.5
female,28,71.0
male,35,62.2
male,90,64.2
male,43,81.9
female,63,85.6
female,50,58.2
male,93,92.4
female,92,51.7
female,70,86.3
female,92,82.6
male,57,99.7
female,88,81.3
female,81,71.8
female,28,65.7
male,28,98.0
female,56,67.9
male,40,63.5
female,38,94.6
female,37,52.9
male,53,80.3
female,57,85.4
female,68,98.8
male,59,105.2
male,54,93.3
male,63,108.1
male,84,59.8
male,88,66.7
male,41,108.4
male,95,79.6
male,75,102.5
female,92,53.1
female,27,80.8
female,46,50.6
male,58,97.7
male,49,68.7
male,47,104.2
male,86,79.3
male,70,95.4
female,43,81.6
female,84,74.3
male,34,64.4
female,61,80.9
male,86,93.3
female,49,97.0
female,70,72.1
female,70,50.2
female,37,85.1
female,47,80.9
female,27,87.8
female,89,89.9
female,36,91.8
female,32,51.0
female,30,91.4
female,38,101.3
male,73,103.5
male,65,86.0
female,29,70.6
male,46,113.2
female,34,66.3
female,68,59.7
female,63,67.3
male,68,82.3
female,84,72.4
male,65,72.1
male,53,99.4
female,39,89.4
female,49,62.9
female,68,54.6
male,57,93.6
male,51,79.7
male,87,64.4
female,57,56.6
male,88,71.5
male,58,97.4
male,52,86.3
male,88,76.0
male,47,77.6
female,77,65.6
female,69,90.8
male,52,71.4
female,48,70.5
male,38,69.9
male,92,86.9
female,42,81.5
female,40,67.3
male,70,78.2
male,81,87.3
female,75,76.1
male,90,98.5
female,51,100.4
female,27,86.8
female,74,94.0
female,54,91.3
male,57,104.8
male,79,68.7
female,73,78.6
male,35,91.8
female,79,66.2
female,38,84.0
male,28,107.8
female,80,70.2
female,69,57.3
female,60,87.8
female,78,61.6
female,53,75.5
female,75,99.7
female,69,56.9
female,26,56.1
female,49,58.9
male,49,108.7
female,74,56.2
female,42,103.0
male,48,101.8
male,65,111.5
female,27,62.4
female,80,71.9
female,54,103.9
female,82,49.7
female,87,75.6
male,53,104.5
female,30,56.1
female,63,72.4
male,66,99.2
female,41,57.6
female,37,74.6
female,72,90.4
female,88,71.3
female,72,56.7
male,84,76.2
male,53,98.8
male,94,92.0
male,29,61.5
female,60,80.5
male,41,93.0
female,71,83.9
male,37,73.9
male,44,80.5
female,94,76.0
male,84,85.9
male,54,95.7
male,87,80.9
male,86,88.0
male,72,91.7
female,76,63.3
female,49,82.7
female,72,52.2
male,69,72.6
female,61,63.1
male,70,99.4
female,58,79.5
male,89,95.5
female,55,98.0
female,82,72.4
female,38,74.9
male,31,78.3
female,94,64.2
male,54,72.3
female,28,77.4
female,60,86.4
female,66,60.9
female,93,86.4
male,72,68.8
female,43,84.2
male,73,86.8
female,41,71.2
male,81,68.5
male,36,65.3
male,64,67.6
female,49,95.4
female,82,87.1
female,65,73.1
female,34,71.5
female,32,62.8
female,64,60.3
male,65,87.4
female,66,71.3
female,37,73.2
male,95,64.0
male,53,77.6
male,95,92.6
female,57,67.8
female,49,75.9
male,37,64.0
female,63,79.6
female,91,66.5
male,56,73.1
female,94,91.1
female,33,82.0
male,78,91.4
female,81,55.3
female,31,69.7
male,46,84.5
female,72,97.1
female,58,84.0
male,88,61.2
female,79,90.8
male,79,94.8
male,64,85.4
female,90,61.8
female,52,55.2
female,46,94.0
male,95,64.4
female,79,86.8
female,29,66.5
female,65,63.7
male,88,100.4
female,93,89.3
male,36,72.0
female,83,49.9
female,86,61.7
female,77,86.9
female,82,78.5
male,43,92.8
female,49,96.4
female,53,57.9
female,71,83.1
female,81,73.3
female,68,50.5
female,29,57.7
female,54,94.1
male,37,108.2
male,95,74.3
female,38,71.6
male,77,66.9
male,70,80.8
male,84,73.5
female,77,102.2
male,43,88.2
female,53,83.3
male,93,93.7
female,70,68.8
male,81,88.6
female,29,49.5
male,54,102.6
male,66,104.2
female,61,77.1
male,78,96.9
male,71,100.1
female,53,56.1
female,78,88.4
female,74,64.4
female,30,91.2
female,82,75.5
female,32,75.7
male,62,91.7
female,87,61.0
female,27,72.4
female,58,78.4
female,63,96.5
female,47,59.8
